date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:06:46	2203/2203	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:44%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Facademic-program%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed02fd.json	(from https://enfantcheri.edu.ph/academic-program/)
14:06:46	976871/976871	---M--	200	added ('OK')	image/jpeg	etag:%22ee7e7-66ae5292-11dffe0cab9b8624;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/banner-1.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/banner-1.jpg	(from https://enfantcheri.edu.ph/milestone/)
14:06:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:06:44%20GMT	https://enfantcheri.edu.ph/?p=20	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index341b.html	(from https://enfantcheri.edu.ph/academic-program/)
14:06:46	2360/2360	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:06:44%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Facademic-program%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed4ffb	(from https://enfantcheri.edu.ph/academic-program/)
14:06:47	25604/25604	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:45%20GMT	https://enfantcheri.edu.ph/high-school/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/high-school/index.html	(from https://enfantcheri.edu.ph/academic-program/)
14:06:47	169176/169176	---M--	200	added ('OK')	image/jpeg	etag:%22294d8-66ae5292-81a918a7c41e23cd;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/104228508_3020775701332155_6542644595394629627_o.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/104228508_3020775701332155_6542644595394629627_o.jpg	(from https://enfantcheri.edu.ph/academic-program/)
14:06:48	1709/1709	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:46%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/pages/22	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/pages/22.json	(from https://enfantcheri.edu.ph/news/)
14:06:48	2167/2167	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:46%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fnews%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed3d30.json	(from https://enfantcheri.edu.ph/news/)
14:06:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:06:46%20GMT	https://enfantcheri.edu.ph/?p=22	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index0345.html	(from https://enfantcheri.edu.ph/news/)
14:06:49	2324/2324	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:06:47%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fnews%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embedd570	(from https://enfantcheri.edu.ph/news/)
14:06:49	28872/28872	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:47%20GMT	https://enfantcheri.edu.ph/cherians-bag-awards-in-rspc/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/cherians-bag-awards-in-rspc/index.html	(from https://enfantcheri.edu.ph/news/)
14:06:49	29033/29033	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:47%20GMT	https://enfantcheri.edu.ph/cherians-celebrate-buwan-ng-wika/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/cherians-celebrate-buwan-ng-wika/index.html	(from https://enfantcheri.edu.ph/news/)
14:06:50	4942/4942	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:48%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/pages/244	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/pages/244.json	(from https://enfantcheri.edu.ph/sy2018-2019/)
14:06:50	30021/30021	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:48%20GMT	https://enfantcheri.edu.ph/ecsci-holds-fire-safety-and-prevention-seminar/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/ecsci-holds-fire-safety-and-prevention-seminar/index.html	(from https://enfantcheri.edu.ph/news/)
14:06:50	29552/29552	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:48%20GMT	https://enfantcheri.edu.ph/cherians-spread-good-cheer/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/cherians-spread-good-cheer/index.html	(from https://enfantcheri.edu.ph/news/)
14:06:50	28311/28311	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:48%20GMT	https://enfantcheri.edu.ph/enrollment-2020-2021/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/enrollment-2020-2021/index.html	(from https://enfantcheri.edu.ph/news/)
14:06:50	2178/2178	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:48%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fsy2018-2019%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed12e4.json	(from https://enfantcheri.edu.ph/sy2018-2019/)
14:06:51	27040/27040	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:49%20GMT	https://enfantcheri.edu.ph/covid-updates-2/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/covid-updates-2/index.html	(from https://enfantcheri.edu.ph/news/)
14:06:51	2335/2335	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:06:49%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fsy2018-2019%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed8248	(from https://enfantcheri.edu.ph/sy2018-2019/)
14:06:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:06:49%20GMT	https://enfantcheri.edu.ph/?p=244	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index4978.html	(from https://enfantcheri.edu.ph/sy2018-2019/)
14:06:52	458026/458026	---M--	200	added ('OK')	image/png	etag:%226fd2a-66ae5292-2ee5bd4918ea579;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/TPC2019-1.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/TPC2019-1.png	(from https://enfantcheri.edu.ph/sy2018-2019/)
14:06:53	344361/344361	---M--	200	added ('OK')	image/png	etag:%2254129-66ae5292-369f47426a259d22;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/TPC2019-2.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/TPC2019-2.png	(from https://enfantcheri.edu.ph/sy2018-2019/)
14:06:54	373247/373247	---M--	200	added ('OK')	image/png	etag:%225b1ff-66ae5292-3351b29d89241833;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/TPC2019-3.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/TPC2019-3.png	(from https://enfantcheri.edu.ph/sy2018-2019/)
14:06:55	234718/234718	---M--	200	added ('OK')	image/png	etag:%22394de-66ae5292-d33e1219a66f589b;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/TPC2019-4.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/TPC2019-4.png	(from https://enfantcheri.edu.ph/sy2018-2019/)
14:06:56	283215/283215	---M--	200	added ('OK')	image/png	etag:%224524f-66ae5292-345c9094abf957c3;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/TPC2019-5.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/TPC2019-5.png	(from https://enfantcheri.edu.ph/sy2018-2019/)
14:06:57	1995/1995	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:55%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/pages/24	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/pages/24.json	(from https://enfantcheri.edu.ph/contact-us/)
14:06:57	2173/2173	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:55%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fcontact-us%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embedb26d.json	(from https://enfantcheri.edu.ph/contact-us/)
14:06:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:06:55%20GMT	https://enfantcheri.edu.ph/?p=24	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index2cf9.html	(from https://enfantcheri.edu.ph/contact-us/)
14:06:58	2330/2330	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:06:56%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fcontact-us%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed00f5	(from https://enfantcheri.edu.ph/contact-us/)
14:06:58	4661/4661	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:56%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/pages/32	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/pages/32.json	(from https://enfantcheri.edu.ph/pre-school/)
14:06:58	2316/2316	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:57%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fpre-school%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed2a9a.json	(from https://enfantcheri.edu.ph/pre-school/)
14:06:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:06:57%20GMT	https://enfantcheri.edu.ph/?p=32	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index6c46.html	(from https://enfantcheri.edu.ph/pre-school/)
14:06:59	2511/2511	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:06:57%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fpre-school%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed5b01	(from https://enfantcheri.edu.ph/pre-school/)
14:06:59	2210/2210	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:57%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/pages/35	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/pages/35.json	(from https://enfantcheri.edu.ph/grade-school/)
14:07:00	2329/2329	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:58%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fgrade-school%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed44c4.json	(from https://enfantcheri.edu.ph/grade-school/)
14:07:00	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:06:58%20GMT	https://enfantcheri.edu.ph/?p=35	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index5c90.html	(from https://enfantcheri.edu.ph/grade-school/)
14:07:00	2524/2524	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:06:58%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fgrade-school%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embede821	(from https://enfantcheri.edu.ph/grade-school/)
14:07:01	5096/5096	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:59%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/posts/280	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/posts/280.json	(from https://enfantcheri.edu.ph/ecsci-declares-winners-of-csg-election/)
14:07:01	866/866	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22901b83b45f68e0a246bd05706655fd21%22	https://enfantcheri.edu.ph/ecsci-declares-winners-of-csg-election/feed/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/ecsci-declares-winners-of-csg-election/feed/index.html	(from https://enfantcheri.edu.ph/ecsci-declares-winners-of-csg-election/)
14:07:01	2313/2313	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:59%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fecsci-declares-winners-of-csg-election%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed2eed.json	(from https://enfantcheri.edu.ph/ecsci-declares-winners-of-csg-election/)
14:07:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:06:59%20GMT	https://enfantcheri.edu.ph/?p=280	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index90dd.html	(from https://enfantcheri.edu.ph/ecsci-declares-winners-of-csg-election/)
14:07:01	2470/2470	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:07:00%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fecsci-declares-winners-of-csg-election%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embedd8d9	(from https://enfantcheri.edu.ph/ecsci-declares-winners-of-csg-election/)
14:07:02	29926/29926	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:07:00%20GMT	https://enfantcheri.edu.ph/category/news/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/category/news/index.html	(from https://enfantcheri.edu.ph/ecsci-declares-winners-of-csg-election/)
14:07:03	647345/647345	---M--	200	added ('OK')	image/png	etag:%229e0b1-66ae5292-b7f551062f0e91ad;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/09/abby.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/09/abby.png	(from https://enfantcheri.edu.ph/ecsci-declares-winners-of-csg-election/)
14:07:03	23218/23218	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20Jan%202025%2006:07:01%20GMT	https://enfantcheri.edu.ph/popper.js	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/popper.js	(from https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/js/bootstrap.min.js)
14:07:04	2172/2172	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:02%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/pages/37	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/pages/37.json	(from https://enfantcheri.edu.ph/high-school/)
14:07:04	2326/2326	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:02%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fhigh-school%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed4a45.json	(from https://enfantcheri.edu.ph/high-school/)
14:07:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:07:03%20GMT	https://enfantcheri.edu.ph/?p=37	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index4837.html	(from https://enfantcheri.edu.ph/high-school/)
14:07:05	2521/2521	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:07:03%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fhigh-school%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed4c06	(from https://enfantcheri.edu.ph/high-school/)
14:07:05	3809/3809	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:03%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/posts/176	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/posts/176.json	(from https://enfantcheri.edu.ph/cherians-celebrate-buwan-ng-wika/)
14:07:06	848/848	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22901b83b45f68e0a246bd05706655fd21%22	https://enfantcheri.edu.ph/cherians-celebrate-buwan-ng-wika/feed/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/cherians-celebrate-buwan-ng-wika/feed/index.html	(from https://enfantcheri.edu.ph/cherians-celebrate-buwan-ng-wika/)
14:07:06	2283/2283	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:04%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fcherians-celebrate-buwan-ng-wika%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed25e3.json	(from https://enfantcheri.edu.ph/cherians-celebrate-buwan-ng-wika/)
14:07:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:07:04%20GMT	https://enfantcheri.edu.ph/?p=176	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index3440.html	(from https://enfantcheri.edu.ph/cherians-celebrate-buwan-ng-wika/)
14:07:06	2440/2440	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:07:04%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fcherians-celebrate-buwan-ng-wika%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed1887	(from https://enfantcheri.edu.ph/cherians-celebrate-buwan-ng-wika/)
14:07:08	3779/3779	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:06%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/posts/172	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/posts/172.json	(from https://enfantcheri.edu.ph/cherians-bag-awards-in-rspc/)
14:07:08	833/833	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22901b83b45f68e0a246bd05706655fd21%22	https://enfantcheri.edu.ph/cherians-bag-awards-in-rspc/feed/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/cherians-bag-awards-in-rspc/feed/index.html	(from https://enfantcheri.edu.ph/cherians-bag-awards-in-rspc/)
14:07:08	951267/951267	---M--	200	added ('OK')	image/png	etag:%22e83e3-66ae5292-c2475250507eeddc;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture4.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture4.png	(from https://enfantcheri.edu.ph/cherians-celebrate-buwan-ng-wika/)
14:07:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:07:07%20GMT	https://enfantcheri.edu.ph/?p=172	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/indexf4d1.html	(from https://enfantcheri.edu.ph/cherians-bag-awards-in-rspc/)
14:07:09	2258/2258	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:07%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fcherians-bag-awards-in-rspc%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embede580.json	(from https://enfantcheri.edu.ph/cherians-bag-awards-in-rspc/)
14:07:09	2415/2415	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:07:07%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fcherians-bag-awards-in-rspc%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed8780	(from https://enfantcheri.edu.ph/cherians-bag-awards-in-rspc/)
14:07:11	4557/4557	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:09%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/posts/167	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/posts/167.json	(from https://enfantcheri.edu.ph/ecsci-holds-fire-safety-and-prevention-seminar/)
14:07:11	660104/660104	---M--	200	added ('OK')	image/png	etag:%22a1288-66ae5292-5405166aabf3c9de;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture3.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture3.png	(from https://enfantcheri.edu.ph/cherians-bag-awards-in-rspc/)
14:07:11	890/890	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22901b83b45f68e0a246bd05706655fd21%22	https://enfantcheri.edu.ph/ecsci-holds-fire-safety-and-prevention-seminar/feed/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/ecsci-holds-fire-safety-and-prevention-seminar/feed/index.html	(from https://enfantcheri.edu.ph/ecsci-holds-fire-safety-and-prevention-seminar/)
14:07:11	2353/2353	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:09%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fecsci-holds-fire-safety-and-prevention-seminar%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed201f.json	(from https://enfantcheri.edu.ph/ecsci-holds-fire-safety-and-prevention-seminar/)
14:07:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:07:09%20GMT	https://enfantcheri.edu.ph/?p=167	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index3350.html	(from https://enfantcheri.edu.ph/ecsci-holds-fire-safety-and-prevention-seminar/)
14:07:11	2510/2510	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:07:10%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fecsci-holds-fire-safety-and-prevention-seminar%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed33de	(from https://enfantcheri.edu.ph/ecsci-holds-fire-safety-and-prevention-seminar/)
14:07:13	4588/4588	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:07:11%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/posts/163	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/posts/163.json	(from https://enfantcheri.edu.ph/cherians-spread-good-cheer/)
14:07:13	830/830	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22901b83b45f68e0a246bd05706655fd21%22	https://enfantcheri.edu.ph/cherians-spread-good-cheer/feed/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/cherians-spread-good-cheer/feed/index.html	(from https://enfantcheri.edu.ph/cherians-spread-good-cheer/)
